title,subsection,type,main_content,context,outcome
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,Similar results were obtained in the LLC1 lung cancer model and the B16-F10 model of melanoma lung metastases (Extended Data Fig. 8b),(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q1,(missing),(missing),"We also generated transgenic mice, wherein the Kelch-like ECH-associated protein 1 (KEAP1) locus was floxed under Ms4a3Cre (Keap1ΔMs4a3) resulting in GMP-restricted loss of KEAP1"
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,KP tumours were significantly larger in Keap1ΔMs4a3 mice when compared with littermates (Extended Data Fig. 8c),(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q1,We next assessed myelopoiesis in Nfe2l2ΔMs4a3 mice,(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,"tumour-bearing Nfe2l2ΔMs4a3 mice had significant contraction of BM CMP, GMP and cMoP numbers (Fig. 4b)","Although NRF2 deletion did not affect steady-state myelopoiesis (Extended Data Fig. 7f,g)",(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,"Reduced NRF2 in tumoural mo-macs of Nfe2l2ΔMs4a3 mice was associated with a reduction in the number of PD-L1-expressing TREM2hi mo-macs in the TME and a compensatory increase in CD86+MHCII+ immunogenic mo-macs (Fig. 4c,d)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,TREM2hi mo-macs in the TME of Nfe2l2ΔMs4a3 mice were more susceptible to cell death (Extended Data Fig. 8d),(missing),providing rationale for the phenotypic shift in the TME
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,"The mo-mac distribution in Keap1ΔMs4a3 mice was tumour-promoting, with more abundant TREM2hi mo-macs in the TME expressing PD-L1 (Extended Data Fig. 8e)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q1,To measure the cell-intrinsic effect of NRF2 activation on myelopoiesis independent of tumour burden differences,(missing),we created mixed-BM chimeras with 1:1 reconstitution of CD45.2 Nfe2l2ΔMs4a3 and CD45.1 Nfe2l2WT mice (Extended Data Fig. 8f)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,We observed decreased expansion of Nfe2l2ΔMs4a3 donor-derived GMPs in BM and lower mobilization of Nfe2l2ΔMs4a3 CD157+Ly6Chi monocytes in peripheral blood (Extended Data Fig. 8g),(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,"Consequently in the lung, TREM2hi mo-macs of Nfe2l2ΔMs4a3 origin were also relatively less abundant, whereas CD86+MHCII+ mo-macs were increased (Extended Data Fig. 8h)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,Integrated scRNA-seq and scATAC-seq on the myeloid progenitor lineages in tumour-bearing Nfe2l2ΔMs4a3 mice and control counterparts (Extended Data Fig. 8i) showed the most differentially expressed genes (DEGs) and differentially accessible regions (DARs) to be in GMPs and monocytic lineages (Extended Data Fig. 8j–l),(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,"The GMP, cMoP and mature monocyte clusters in BM of Nfe2l2ΔMs4a3 mice had reduced TF motif accessibility for Nfe2l2 and Bach1, Stat3, Myc, Myb, Fosl2 and Atf3","that drive important facets of myeloid differentiation, proliferation and survival (Ref: 47-49) (Fig. 4e and Extended Data Fig. 8m)",(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,"Type I or III IFN response regulators such as Irf3, Irf5 and Irf9 were enriched in DARs of Nfe2l2ΔMs4a3 mature Ly6Chi monocytes, matched by reduced accessibility for Hnf1a, Etv3 and Etv6 (Ref: 50) (Extended Data Fig. 8m)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,"molecular programs in lung-infiltrating myeloid cells were significantly altered in Nfe2l2ΔMs4a3 mice (Extended Data Fig. 8n,o)",Downstream of BM progenitors,(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,"NRF2 activation scores were decreased in Ly6Chi monocytes from Nfe2l2ΔMs4a3 mice, with a concomitant upshift in IFN-responsive gene scores (Extended Data Fig. 8p)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,"Specifically, there was relative enrichment of ISGs (Stat1, Rsad2, Ifit2, Isg20, Ifit3b) and antigen presentation genes (H2-Ab1, H2-Aa, Mef2c) in Nfe2l2ΔMs4a3 TME-infiltrative monocytes and mo-macs, with a decrease in sensing pathways (Ier3, Tlr4, Cd38 and C3ar1), immunoregulatory genes (Chil3, Vcan, S100a8, Ngp, Lcn2, Arg1, Ptgs1 and Prtn3) and NRF2-associated cytoprotective genes (Gpx3, Gclm, Tfec and Ednrb) (Fig. 4f and Extended Data Fig. 8q)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q1,To disentangle how NRF2 affects local reprogramming in the TME from how it influences replenishment through myelopoiesis,(missing),we leveraged the tamoxifen-inducible strategy to generate Nfe2l2ΔMs4a3CreERT2 mice and conditionally ablate NRF2 signalling in myeloid precursors before or after tumour exposure
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,Tamoxifen administration from the time of KP tumour implantation (early) in Nfe2l2ΔMs4a3CreERT2 mice resulted in a greater reduction in tumour when compared with tamoxifen administration at later stages of progression (Fig. 4g),(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,"Early attenuation of NRF2 signalling in Nfe2l2ΔMs4a3CreERT2 mice was associated with a decrease in BM GMPs, cMoPs and CD157+Ly6Chi monocytes (Fig. 4h), reduced mobilization of CD157+Ly6Chi monocytes (Fig. 4i), but insignificant changes to neutrophil mobilization and tumoural infiltration (Extended Data Fig. 9a,b)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,"Early attenuation of NRF2 signalling, as evidenced by reduced nuclear NRF2 in TME mo-macs, was associated with accumulation of more immunostimulatory mo-macs (Fig. 4j,k)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,Reduced myeloid NRF2 signalling was associated with significant infiltration of tumoricidal IFNγ+ natural killer cells into lung tumours (Extended Data Fig. 9c–e),(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,"Effector CD8+ T cells were also more abundant in the tumours of Nfe2l2ΔMs4a3 mice (Extended Data Fig. 9f,g)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,"Depletion of monocytes and mo-macs in KP tumour-bearing NRF2-proficient mice resulted in a clear reduction in tumour burden, signifying the importance of mo-macs in KP progression, but such treatment in Nfe2l2ΔMs4a3 mice saw no additive impact",(missing),suggesting NRF2 activation in mo-macs is crucial to orchestrating immunosuppression (Extended Data Fig. 9h)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,NRF2 enhances immunoregulatory myelopoiesis,Q2,depletion of natural killer cells in tumour-bearing Nfe2l2ΔMs4a3 mice resulted in greater tumour burden,(missing),highlighting the mode of immunoregulation in this model to be predominantly by means of natural killer cell exclusion and suppression (Ref: 34) (Extended Data Fig. 9i)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Targeting myeloid NRF2 potentiates immunotherapy,Q1,we interrogated whether myeloid NRF2 influences immunotherapy response,Given the impact of NRF2 activation on mo-macs curtailing anti-tumour natural killer cell and T cell surveillance,(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Targeting myeloid NRF2 potentiates immunotherapy,Q2,"In three independent scRNA-seq datasets of immunotherapy or chemotherapy response comparing baseline with post-therapy tissue, tumour-infiltrating mo-macs enriched in non-responders (Extended Data Fig. 10a–c and Methods), as well as circulating CD14+ monocytes in non-responders with stable disease (Extended Data Fig. 10d) had DEGs regulated by TFs such as PPARG, TP63, SMAD4 and NFE2L2",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Targeting myeloid NRF2 potentiates immunotherapy,Q1,we tested whether pharmacological inhibition of NRF2 can enhance response to checkpoint blockade,Spurred on by our observations,We administered NRF2 inhibitor Brusatol with or without anti-PD-1 therapy starting at day 9 post-KP tumour implant
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Targeting myeloid NRF2 potentiates immunotherapy,Q2,"Combination treatment significantly reduced tumour burden (Fig. 4l), affected myelopoiesis as evidenced by the reduction of CMPs, GMPs and cMoPs (Fig. 4m), and reduced mobilization of CD157+Ly6Chi monocytes (Fig. 4n)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Targeting myeloid NRF2 potentiates immunotherapy,Q2,"These systemic changes were associated with a decrease in the abundance of mo-macs, specific decrease in PD-L1+TREM2hi mo-macs and concomitant increase in CD86+MHCII+ mo-macs (Fig. 4o)",(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Targeting myeloid NRF2 potentiates immunotherapy,Q2,Combination of Brusatol and anti-PD-1 prolonged survival outcomes beyond benefit derived from anti-PD-1 monotherapy (Extended Data Fig. 10e),(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Targeting myeloid NRF2 potentiates immunotherapy,Q2,A similar dosing regimen using ML385 in conjunction with anti-PD-1 had similarly improved outcomes (Extended Data Fig. 10f),(missing),(missing)
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Targeting myeloid NRF2 potentiates immunotherapy,Q2,administration of Brusatol and anti-PD-1 in Nfe2l2ΔMs4a3Cre mice had no additive impact on anti-tumour immunity (Extended Data Fig. 10g),(missing),We found the efficacy of combination therapy relied on targeting of myeloid NRF2
Myeloid progenitor dysregulation fuels immunosuppressive macrophages in tumours,Targeting myeloid NRF2 potentiates immunotherapy,Q2,"Anti-tumour immunity was associated with a substantial influx of natural killer cells with increased expression of CD69 and tumoricidal IFNγ (Extended Data Fig. 10h), alongside effector CD8+ T cells lacking exhaustion marks, and producing IFNγ and tumour necrosis factor (Extended Data Fig. 10i)",(missing),(missing)
