title,subsection,type,main_content,context,outcome
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM KO improves CAR-NK cell in vivo activity,Q2,"In a separate cohort, blood collected from mice with BCX.010 tumours 30 days after infusion of NK cells did not show significant differences in haematological parameters or serum chemistry between mice treated with CREM WT or KO CAR70–IL-15 NK cells (Extended Data Fig. 10b–d)",(missing),(missing)
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM KO improves CAR-NK cell in vivo activity,Q2,Treatment with CREM KO CAR70–IL-15 NK cells led to significantly enhanced tumour control... did not cause toxicity... increased survival of mice compared with controls,(missing),"In summary, our findings support the therapeutic potential of CREM KO to enhance the efficacy of CAR-NK cells in vivo while maintaining a favourable safety profile, thereby highlighting the translational relevance of this approach"
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q1,To understand how CREM modulates CAR-NK cell function,(missing),we performed ChIP–seq using an antibody that recognizes all CREM isoforms to identify genome-wide CREM-binding sites in NK cells
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,"CREM binding was detected across numerous genomic sites, and antibody specificity was confirmed by the enrichment of CREM motifs under ChIP–seq peaks (Fig. 5a)",(missing),(missing)
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,"CREM occupancy was higher in IL-15, CAR70–IL-15 and CAR70 NK cells than in NT NK cells (Fig. 5b and Extended Data Fig. 11a), a pattern that was also observed for core CREM-binding target genes (Fig. 5c)",(missing),(missing)
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,"CREM-bound genes included those relevant to NK cell activity (chemokines and cytokines), cytotoxicity molecules (IFNG, LAMP1 and GZMB), calcium signalling (CAMK1D, CAMK2D and CAMLG) and genes with regulatory function (FOS, FOSB, NFKB2, NFKBIA, STAT3 and EGR1)",(missing),(missing)
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,Hallmark pathway enrichment analysis of CREM target genes identified the MYC targets V1 as the top pathway enriched among all conditions (Fig. 5d and Extended Data Fig. 11b),(missing),(missing)
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q1,(missing),Given the dual function of CREM as both a transcriptional repressor and activator with tissue-specific and cell-specific expression (Ref: 35),we performed integrative analysis of our ChIP–seq and RNA-seq data from CREM WT and KO CAR70–IL-15 NK cells
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,CREM KO led to both the upregulation and downregulation of direct CREM target genes (Extended Data Fig. 11c),(missing),a result that underscores its context-specific regulatory functions
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,"consistently downregulated target genes in CREM KO CAR70–IL-15 NK cells included those related to exhaustion and stress responses... Conversely, CREM KO upregulated genes involved in NK cell cytotoxicity such as GZMB and IFNG, and transcription factors implicated in T cell and NK cell development (KLF7 and RUNX2)","included those related to exhaustion and stress responses, including BTG1 (Ref: 36), DUSP2 (Ref: 37), SMAD3, NFKB2 (Ref: 3) and RGS1 (Ref: 8)... implicated in T cell and NK cell development (Ref: 38,39)",(missing)
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,"Gene set enrichment analysis (GSEA) of direct CREM targets revealed that CREM KO upregulated pathways crucial for NK cell effector function and metabolism, including MYC and E2F targets, MTORC1 signalling and oxidative phosphorylation. In parallel, it downregulated immunosuppressive pathways such as hypoxia and TGFβ signalling (Fig. 5e and Extended Data Fig. 11e,f)",(missing),"Together, these data suggest that CREM contributes to NK cell dysfunction by directly binding and upregulating exhaustion and stress-related genes while suppressing pathways essential for NK cell function and proliferation"
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q1,To assess the overall impact of CREM on the epigenome,(missing),we analysed differences in chromatin accessibility between CREM WT and CREM KO CAR70–IL-15 NK cells cultured alone or with UMRC3 cells using assay for transposase-accessible chromatin with sequencing (ATAC–seq)
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,"Overall, CREM WT CAR70–IL-15 NK cells displayed reduced chromatin accessibility when cultured together with tumour cells, whereas CREM KO CAR70–IL-15 NK cells maintained a more open chromatin landscape under the same conditions (Fig. 5f)",(missing),(missing)
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,"Notably, CREM KO CAR70–IL-15 NK cells cultured together with tumour cells retained accessibility in most cellular metabolic and effector pathways, including MTORC1, PI3K–AKT–MTOR signalling and the mitotic spindle (Extended Data Fig. 11g)",(missing),(missing)
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,"Compared with CREM WT, CREM KO CAR70–IL-15 NK cells showed enrichment of chromatin accessibility at loci associated with activation of E2F targets, oxidative phosphorylation, MYC targets, G2M targets, MTORC1 signalling and the mitotic spindle (Extended Data Fig. 11h)",(missing),"a result consistent with an effector, activated and proliferating NK cell phenotype"
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,"Indeed, genes associated with effector function (for example, GZMA and PRF1) and transcription factors essential for NK cell maturation and function (for example, EOMES and TBX21) showed increased accessibility in CREM KO CAR70–IL-15 NK cells (Fig. 5g and Extended Data Fig. 11i)",(missing),(missing)
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,"Motif enrichment analysis revealed that binding motifs for JUN-related factors (JUND, JUNB, FOSL1–JUND and FOSL1), STAT factors and CEBP factors were highly enriched in CREM KO compared with WT CAR70–IL-15 NK cells, whereas ETS-related factors were among the most differentially enriched in CREM WT compared with KO cells (Fig. 5h,i and Extended Data Fig. 11j)",These patterns of enriched AP-1 and closed ETS motifs mirror epigenetic signatures associated with long-lived memory T cells (Ref: 40),and may underlie the enhanced persistence and function of CREM KO CAR-NK cells
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q1,To further dissect the mechanisms by which CREM KO improves NK cell function,(missing),we first assessed IL-15R proximal signalling
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,"Expression of IL-15R signalling components was comparable between CREM WT and CREM KO NK cells, with some donor-to-donor variability (Extended Data Fig. 12a,b)",(missing),(missing)
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,"Similarly, levels of negative regulators of IL-15R signalling, including SOCS1 and CISH, were not significantly different (Extended Data Fig. 12a,c)",(missing),(missing)
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q1,"We next investigated whether CREM KO mirrors the biological effects of IL-15R signalling in NK cells, including enhanced proliferation, extended lifespan and improved metabolic fitness",(missing),(missing)
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,"CREM KO CAR-NK cells showed increased proliferation and extended lifespan, particularly in vivo (Fig. 4e,f,i,j and Extended Data Fig. 9i,l)",In keeping with our transcriptomic data of upregulated cell cycle pathways,(missing)
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,"Moreover, metabolic functional assays revealed enhanced glycolytic capacity and a trend towards increased mitochondrial respiration in CREM KO CAR70–IL-15 NK cells (Extended Data Fig. 12d–i)",(missing),(missing)
CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells,CREM alters the CAR-NK cell genetic landscape,Q2,CREM regulates NK cell function by modulating gene expression and chromatin states and by promoting a dysfunctional state,(missing),"Taken together, these findings indicate that CREM regulates NK cell function by modulating gene expression and chromatin states and by promoting a dysfunctional state (Fig. 5j)"
